hotel_id,address,name,description,website_url,latitude,longitude,city_id,rating_location,rating_sleep,rating_rooms,rating_service,rating_value,rating_cleanliness,tripadvisor_price_level,amenities,cluster
230,"3 Eklandagatan, Gothenburg 412 55 Sweden",Eklanda Bed & Breakfast,"Finding an ideal family-friendly bed and breakfast in Gothenburg does not have to be difficult. Welcome to Eklanda Bed and Breakfast, a nice option for travelers like you.
While staying at Eklanda Bed and Breakfast, visitors can check out Gotaplatsen (0.3 mi) and Scandinavium (0.3 mi), some of Gothenburg's top attractions.
Rooms at Eklanda Bed and Breakfast offer a kitchenette providing exceptional comfort and convenience, and guests can go online with free wifi.
If you are driving to Eklanda Bed and Breakfast, there is paid public parking available nearby.
During your visit, be sure to check out one of Gothenburg's popular crab restaurants such as Magazzino, Trattoria La Strega, and Fiskekrogen, all a short distance from Eklanda Bed and Breakfast.
There is no shortage of things to do in the area: explore popular gardens such as Botanical Garden, Horticultural Gardens (Tradgardsforeningen), and Kungsparken.
Eklanda Bed and Breakfast looks forward to welcoming you on your visit to Gothenburg.
",https://www.tripadvisor.com/Hotel_Review-g189894-d6513429-Reviews-Eklanda_Bed_Breakfast-Gothenburg_Vastra_Gotaland_County_West_Coast.html?m=66827,57.69478,11.98705,1031,5.0,4.0,3.5,4.5,4.0,3.5,2.0,"['Internet', 'Kids Activities', 'Free Internet', 'Kitchenette', 'Wifi', 'Public Wifi', 'Free Wifi', 'Non-smoking rooms', 'Family Rooms', 'Non-smoking hotel', 'English', 'Paid Public Parking Nearby', 'Shared Bathroom', 'Swedish']",20
231,"7 Sankt Sigfrids Plan, Gothenburg 412 66 Sweden",Sankt Sigfrid Bed & Breakfast,"Looking for a place to stay in Gothenburg? Then look no further than Sankt Sigfrid Bed & Breakfast, a romantic bed and breakfast that brings the best of Gothenburg to your doorstep.
Guest rooms offer amenities such as a refrigerator and a kitchenette, and guests can go online with free wifi offered by the bed and breakfast.
Sankt Sigfrid Bed & Breakfast features baggage storage and newspaper, to help make your stay more enjoyable. If you are driving to Sankt Sigfrid Bed & Breakfast, there is paid public parking available nearby.
Nearby landmarks such as Gotaplatsen (0.7 mi) and Fish Church (1.5 mi) make Sankt Sigfrid Bed & Breakfast a great place to stay when visiting Gothenburg.
Travelers looking to enjoy some schnitzel can head to Kometen. Otherwise, you may want to check out a Mediterranean restaurant such as Trattoria La Sultana, Trattoria La Strega, or Ristorante Bellora.
If you’re looking for things to do, you can check out Liseberg amusement park (0.3 mi), Universeum (0.4 mi), or Museum of Fine Art (Goteborgs Konstmuseum) (0.7 mi), which are popular attractions amongst tourists, and they are all within walking distance.
We’re sure you’ll enjoy your stay at Sankt Sigfrid Bed & Breakfast as you experience everything Gothenburg has to offer.
",https://www.tripadvisor.com/Hotel_Review-g189894-d2171830-Reviews-Sankt_Sigfrid_Bed_Breakfast-Gothenburg_Vastra_Gotaland_County_West_Coast.html?m=66827,57.69782,11.99954,1031,5.0,4.5,4.5,5.0,4.5,4.5,,"['Internet', 'Kids Activities', 'Free Internet', 'Kitchenette', 'Wifi', 'Public Wifi', 'Free Wifi', 'Breakfast included', 'Non-smoking rooms', 'Refrigerator in room', 'Non-smoking hotel', 'Baggage Storage', 'Newspaper', 'Paid Public Parking Nearby', 'Shared Kitchen', 'Shared Bathroom', 'Wake Up Service / Alarm Clock']",20
232,"Ringvagen 98, Stockholm 104 60 Sweden",Clarion Hotel Stockholm,"At Clarion Hotel Stockholm guests can enjoy a modern hotel with art and music and design as part of its integral character. Be inspired and enjoy the hotel's unique pulse and surroundings with our restaurant Eatery Social and our heavenly Ayurveda-inspired Elements Spa. It is not however just about fantastic food, spectacular art displays, great music or mingling. Our passion and focus is on providing you with a wonderful night's sleep and increasing your quality of life. Choose from our 532 rooms and luxurious suites that best suit your needs. We look forward to welcoming you and giving you a stay to remember.",https://www.tripadvisor.com/Hotel_Review-g189852-d268543-Reviews-Clarion_Hotel_Stockholm-Stockholm.html?m=66827,59.306828,18.074821,1046,4.5,4.0,4.0,4.5,4.0,4.5,2.0,"['Room service', 'Restaurant', 'Business center', 'Suites', 'Pool', 'Wheelchair access', 'Breakfast included', 'Fitness center', 'Bar/Lounge', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Spa', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Breakfast in the Room', 'English', '24-Hour Front Desk', 'Hair Dryer', 'Iron', 'Ironing Service', 'Massage', 'Paid Public Parking On-site', 'Swedish', 'Taxi Service', 'Public Wifi', 'Breakfast Available', 'Sauna', 'Couples Massage', 'Currency Exchange', 'Desk', 'Electric Kettle', 'Facial Treatments', 'First Aid Kit', 'Fitness Classes', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', 'French', 'Full Body Massage', 'German', 'Head Massage', 'Interconnected room(s) available', 'Norwegian', 'Parking Garage', 'Pool / Beach Towels', 'Pool with View', 'Paid Public Parking Nearby', 'Secured Parking', 'Spanish', 'Steam Room', 'Waxing Services', 'Yoga Classes', 'Yoga Room']",18
235,"137 91 Vasterhaninge, Vasterhaninge 13791 Sweden",Hringe Slott,"The eclectic Häringe Palace 20 min south of Stockholm. Close to the city and with beautiful surroundings it is the perfect place for a weekend getaway. The Palace has something for everyone - whether you like to stay for a romantic weekend, start the day with a morning swim in the outdoor pool, go bowling on a track from the thirties, explore the palace surroundings and all our statues, try our popular weekend brunch or enjoy a tasteful dinner in the Palace restaurant. There is really something magical about Häringe.",https://www.tripadvisor.com/Hotel_Review-g2151557-d1674822-Reviews-Hringe_Slott-Vasterhaninge.html?m=66827,59.039238,18.014282,1046,4.5,4.0,4.0,3.5,3.5,4.0,3.0,"['Pool', 'Internet', 'Kids Activities', 'Suites', 'Free Internet', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Wifi', 'Public Wifi', 'Free Wifi', 'Breakfast included', 'Meeting rooms', 'Non-smoking rooms', 'Tennis Court', 'Business center', 'Concierge', 'Banquet Room', 'Family Rooms', 'Multilingual Staff', 'Conference Facilities', 'Non-smoking hotel', 'Breakfast Buffet', 'Outdoor pool', 'Sauna', 'English', 'Hair Dryer', 'Swedish', 'Laundry Service', 'Complimentary Toiletries']",18
237,"Mariahilfer Strasse 15, Vienna 1060 Austria",Boutiquehotel Das Tyrol,"What do you need to feel at home in a hotel? Certainly, first-class quality and excellent service are at the top of the list. These things are a matter of course here at the 4-star hotel Das Tyrol. Of course, individuality is crucial; charm that is exceptional. That signature feature that makes something distinctive, unique even. In our case, the individual uniqueness is art or rather the bridge that combines art with history, tradition, and modernity. Art-minded and individual A guest from London wrote in our guestbook. „This is our Schatzkammer“. And we are very proud of this, because we know he means art. He means our service. He means the dedication of our entire team. He means our whole hotel. Experience this special mixture of art, culture, and charming hospitality. We look forward to seeing you! Helena Ramsbacher and the entire team at Das Tyrol",https://www.tripadvisor.com/Hotel_Review-g190454-d577354-Reviews-Boutiquehotel_Das_Tyrol-Vienna.html?m=66827,48.20101,16.3592,6,5.0,4.5,4.5,5.0,4.5,5.0,4.0,"['Free Wifi', 'Room service', 'Wheelchair access', 'Bar/Lounge', 'Spa', 'Airport transportation', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Smoking rooms available', 'Refrigerator in room', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Private Balcony', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'English', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Laptop Safe', 'Soundproof Rooms', 'Special Diet Menus', 'Taxi Service', 'Wake Up Service / Alarm Clock', 'Breakfast Available', 'Sauna', 'Allergy-free Room', 'Bathrobes', 'Blackout Curtains', 'Car Hire', '24-Hour Check-in', 'Hungarian', 'Italian', 'Newspaper', 'Private Bathrooms', 'Paid Public Parking Nearby', 'Seating Area', 'Sofa', 'Spanish', 'Steam Room', 'Telephone', 'Tile / Marble Floor', 'Wardrobe / Closet', 'Wine / Champagne']",7
238,"Tiefer Graben 14-20, Vienna 1010 Austria",Boutique Hotel Das Tigra,"Are you looking for accommodation in Vienna? Then the Boutique Hotel Das Tigra is the right place for you, a charming hotel that will put Vienna at your feet. Guests can take advantage of the free Wi-Fi. In addition, the rooms offer a flat screen TV, air conditioning, minibar, safe, wardrobe, luggage rack, desk, seating area and a bathroom. The room doors are soundproof and fireproof, and the windows are also soundproof. During your stay, take advantage of some of the amenities offered, including a 24 hour front desk, a concierge, and room service. Guests of the Boutique Hotel Das Tigra are welcome to visit the on-site lounge. Garage spaces are available for those traveling with a car. During their stay, guests of Boutique Hotel Das Tigra can visit attractions such as St. Peter's Church (0.4 km) and St. Stephans Cathedral (0.8 km), some of Vienna's top attractions. When visiting Vienna, don't miss the regional Schnitzel in restaurants such as Stopfer, Figlmüller, Cafe Central or Plachutta Wollzeile. If you want to discover Vienna, we recommend one of the art galleries, e.g. Dorotheum, Academy of Fine Arts and WestLicht. Enjoy your stay at the Boutique Hotel Das Tigra and get to know Vienna from its best side at the same time.",https://www.tripadvisor.com/Hotel_Review-g190454-d227170-Reviews-Boutique_Hotel_Das_Tigra-Vienna.html?m=66827,48.212273,16.368177,6,4.5,4.5,4.5,4.5,4.5,4.5,3.0,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Suites', 'Bar/Lounge', 'Airport transportation', 'Public Wifi', 'Dry Cleaning', 'Business center', 'Laundry Service', 'Concierge', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'Breakfast in the Room', '24-Hour Check-in', 'Complimentary Tea', 'Desk', 'English', 'Complimentary Instant Cofffee', 'Complimentary Toiletries', 'French', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Laptop Safe', 'Paid Public Parking Nearby', 'Snack Bar', 'Telephone', 'Wake Up Service / Alarm Clock', 'Room service', 'Allergy-free Room', 'Bicycle Rental', 'Bottled Water', 'Bridal Suite', 'Coffee Shop', 'Coffee / Tea Maker', 'Electric Kettle', 'First Aid Kit', 'Free Wifi in the Business Center', 'Free Wired Internet in the Business Center', 'Highchairs Available', 'Ironing Service', 'Italian', 'Newspaper', 'Parking Garage', 'Paid Private Parking On-site', 'Shoeshine', 'Spanish', 'Special Diet Menus', 'Taxi Service', 'Umbrella', 'Walk-in Shower', 'Wine / Champagne']",7
239,"Lichtensteg 2-3, Vienna 1010 Austria",Hotel Topazz Lamee,"See why so many travelers make Hotel Topazz their hotel of choice when visiting Vienna. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.
Close to some of Vienna's most popular landmarks, such as Stephansplatz (0.1 mi) and St. Peter's Church (0.2 mi), Hotel Topazz is a great destination for tourists.
As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.
Guests have access to a concierge and room service while staying at Hotel Topazz.
If you like Mediterranean restaurants, Hotel Topazz is conveniently located near Fabios, Trattoria Toscana La No, and Lola Spanisches Tapas Restaurant.
During your visit, be sure to check out popular attractions like Prater (0.4 mi), St. Stephen's Cathedral (0.2 mi), and Vienna Pass (0.4 mi), which are all within walking distance of the hotel.
At Hotel Topazz, your comfort and satisfaction come first, and they look forward to welcoming you to Vienna.
",https://www.tripadvisor.com/Hotel_Review-g190454-d2554355-Reviews-Hotel_Topazz_Lamee-Vienna.html?m=66827,48.210335,16.373634,6,5.0,4.5,4.5,4.5,4.0,4.5,4.0,"['Internet', 'Free Internet', 'Wheelchair access', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Baggage Storage', 'English', '24-Hour Front Desk', 'German', 'Soundproof Rooms']",7
260,"Joachimsthaler Str. 31-32, 10719 Berlin Germany",H10 Berlin Ku'damm,"The centrally located 4-star-hotel H1O Berlin Ku’damm is the suitable starting point for leisure travelers with shopping possibilities around and best public transportation connection to several sights as well as for business travelers, trade fair and congress participants with a direct connection to the Messe Berlin, CityCube Berlin and the Berlin Congress Center.",https://www.tripadvisor.com/Hotel_Review-g187323-d1987603-Reviews-H10_Berlin_Ku_damm-Berlin.html?m=66827,52.50201,13.33134,99,4.5,4.5,4.5,4.5,4.5,4.5,2.0,"['Free Internet', 'Wifi', 'Free Wifi', 'Suites', 'Internet', 'Room service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Spa', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Fitness center', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', '24-Hour Check-in', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Instant Cofffee', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Massage', 'Parking Garage', 'Paid Private Parking On-site', 'Paid Public Parking Nearby', '24-Hour Security', 'Taxi Service', 'Sauna', 'Catalan', 'Coffee / Tea Maker', 'Electric Kettle', 'Russian', 'Spanish', 'Ukrainian', 'Photo Copier / Fax In Business Center']",22
240,"Robert-Stolz-Platz 1, Vienna 1010 Austria",Le Meridien Vienna,"Le Méridien Vienna stands for design, art, and culture, and its location in the 1st District invites guests to make new discoveries. 294 rooms and suites offer modern decor and views of the city, the courtyard, or the green expanses of Schillerpark. Private roof terraces are available on request. The ambience at YOU Bar with its energetic vibes invites guests to watch the hustle and bustle on the Vienna Ring Road. Spend relaxing hours with coffee specialties and sweet treats as well as a delicious selection of sparkling drinks. At YOU Restaurant, handcrafted cocktails and innovative cuisine are waiting. Located directly on the Opernring, YOU is the ideal place to meet up with friends for a casual evening surrounded by a sophisticated atmosphere. Our ten event rooms are ideal for conferences, meetings, seminars or wedding parties for up to 350 people. With state-of-the-art technology, the facilities are suited ideally for meetings of various sizes. The exclusive event space with a grand ballroom on the lower floor offers an ideal location for larger events. Whether you are seeking a location to hold a private celebration or a corporate event, Le Méridien Vienna will convince with innovative spaces and dedicated service. Unlock Art™: the hotel room keycard not only opens the room but also provides entry to a local museum. In the heart of the cultural capital of Europe, guests start their day in the historic center of Vienna, just minutes from the city's famous landmarks. With the Vienna Staatsoper right next door, and lounge music from the resident DJ, Le Méridien Vienna provides multi-faceted, local inspiration for a unique travel experience.",https://www.tripadvisor.com/Hotel_Review-g190454-d278251-Reviews-Le_Meridien_Vienna-Vienna.html?m=66827,48.20272,16.36638,6,5.0,4.5,4.5,4.5,4.0,4.5,3.0,"['Pool', 'Restaurant', 'Room service', 'Free Internet', 'Wifi', 'Free Wifi', 'Fitness center', 'Wheelchair access', 'Suites', 'Bar/Lounge', 'Meeting rooms', 'Hot Tub', 'Concierge', 'Internet', 'Spa', 'Airport transportation', 'Public Wifi', 'Dry Cleaning', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Sauna', 'Allergy-free Room', 'Baggage Storage', 'Breakfast in the Room', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Instant Cofffee', 'French', '24-Hour Front Desk', 'German', 'Ironing Service', 'Nightclub / DJ', 'Parking Garage', 'Paid Public Parking Nearby', '24-Hour Security', 'Taxi Service', 'VIP Room Facilities', 'Breakfast Available']",7
241,"Sonnwendgasse 11, Vienna 1100 Austria",a&o Wien Hauptbahnhof,"Looking for a central location, attractive prices, and incredibly beautiful facilities in Vienna? Our a&o in Vienna awaits guests with 301 single, double, and family rooms as well as multi-bed dorms. In addition to the fantastic lounge where you can relax, read, or play tabletop football or billiards, there’s also a Kids’ Corner, a meeting room, a kitchen and a laundry for the guests, and parking spots for cars and buses. The Belvedere is right outside, and the main railway station is practically your next-door neighbour. Yes, we can hardly believe it ourselves.",https://www.tripadvisor.com/Hotel_Review-g190454-d4013115-Reviews-A_o_Wien_Hauptbahnhof-Vienna.html?m=66827,48.183273,16.378677,6,4.5,3.5,3.5,3.5,3.5,3.5,1.0,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Bar/Lounge', 'Public Wifi', 'Non-smoking rooms', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Non-smoking hotel', 'Safe', 'Rooftop Bar', 'Flatscreen TV', 'Breakfast Buffet', 'Baggage Storage', 'Billiards', 'English', '24-Hour Front Desk', 'Game Room', 'German', 'Paid Private Parking On-site', 'Paid Public Parking Nearby', 'Snack Bar', 'Vending Machine', 'Breakfast Available', 'Parking']",7
243,"Desguinlei 94, Antwerp 2018 Belgium",Mercure Antwerp City South,"The hotel offers 214 en-suite bedrooms, with meeting room and event capacity for up to 500 people. With its unmatched standard of services and facilities, Mercure Antwerp City South is an ideal venue for leisure and business travel as well as the perfect setting for conferences. Amenities include: Free internet throughout the hotel, Easily accessible by car and public transportation, location outside Antwerp's Low Emission Zone for card, private parking facilities (extra charge applies), Pierre's breakfast restaurant, Elaborate meeting facilities (9 meeting rooms), Fitness room with saunas, Private discothèque, Bar and Brasserie Coubertin, Open air terrace.",https://www.tripadvisor.com/Hotel_Review-g188636-d206673-Reviews-Mercure_Antwerp_City_South-Antwerp_Antwerp_Province.html?m=66827,51.194447,4.406316,10,4.0,3.5,4.0,4.0,4.0,4.0,2.0,"['Restaurant', 'Internet', 'Room service', 'Free Internet', 'Wifi', 'Free Wifi', 'Bar/Lounge', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Banquet Room', 'Air conditioning', 'Multilingual Staff', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Dutch', 'English', 'Fitness center', 'Breakfast Available', 'Parking', 'Sauna', 'Electric vehicle charging station', 'Complimentary Toiletries', 'French', 'German', 'Hair Dryer', 'Private Bathrooms', 'Paid Private Parking On-site', 'Telephone']",8
245,"Groenplaats 32, Antwerp 2000 Belgium",Hilton Antwerp Old Town,"This 4-star hotel is 0.1 mi (0.2 km) from Farmers' Tower and 0.5 mi (0.8 km) from Plantin-Moretus Museum. Make yourself at home in one of the 210 air-conditioned rooms featuring minibars and LCD televisions. Wireless Internet access (surcharge) keeps you connected, and satellite programming is available for your entertainment. Private bathrooms have complimentary toiletries and hair dryers. Conveniences include phones, as well as laptop-compatible safes and desks. Enjoy recreation amenities such as a 24-hour fitness center or take in the view from a terrace. This hotel also features complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge). Satisfy your appetite for lunch or dinner at Blend 32 Kitchen, a restaurant which specializes in Belgian cuisine, or stay in and take advantage of the 24-hour room service. Wrap up your day with a drink at the bar/lounge. Buffet breakfasts are available daily for a fee. Featured amenities include wired Internet access (surcharge), a business center, and express check-in. This hotel has 13 meeting rooms available for events. Self parking (subject to charges) is available onsite.",https://www.tripadvisor.com/Hotel_Review-g188636-d228106-Reviews-Hilton_Antwerp_Old_Town-Antwerp_Antwerp_Province.html?m=66827,51.219025,4.402294,10,5.0,4.5,4.0,4.5,4.0,4.5,3.0,"['Restaurant', 'Business center', 'Pets Allowed', 'Fitness center', 'Room service', 'Internet', 'Suites', 'Wifi', 'Paid Wifi', 'Meeting rooms', 'Bar/Lounge', 'Non-smoking rooms', 'Wheelchair access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Family Rooms', 'Multilingual Staff', 'Dry Cleaning', 'Air conditioning', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Rooftop Terrace', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Express Check-in / Check-out', 'Coffee / Tea Maker', 'Desk', 'Dutch', 'English', 'Complimentary Toiletries', 'French', '24-Hour Front Desk', 'Hair Dryer', 'Ironing Service', 'Kid-Friendly Buffet', 'Laptop Safe', 'Parking Garage', 'Paid Public Parking Nearby', 'Paid Public Parking On-site', '24-Hour Security', 'Taxi Service', 'Telephone', 'VIP Room Facilities', 'Facilities for Disabled Guests', 'Bathrobes', 'Car Hire', 'Clothes Rack', 'Currency Exchange', 'Highchairs Available', 'Iron', ""Kids' Meals"", 'Landmark View', 'Newspaper', 'Private Bathrooms', 'Sun Terrace', 'Umbrella', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet']",8
266,"Schwaneweder Str. 52, 28779 Blumenthal, State of Bremen Germany",Hotel Zur Heidquelle,,https://www.tripadvisor.com/Hotel_Review-g2615069-d2644516-Reviews-Hotel_Zur_Heidquelle-Blumenthal.html?m=66827,53.20114,8.57489,107,4.0,3.0,4.0,5.0,5.0,5.0,1.0,"['Internet', 'Free Internet', 'Restaurant', 'Bar/Lounge', 'Wifi', 'Public Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Air conditioning', 'Family Rooms', 'Refrigerator in room', 'Non-smoking hotel', 'Bath / Shower', 'Clothes Rack', 'Desk', 'English', 'German', 'Hair Dryer', 'Newspaper', 'Telephone', 'Wake Up Service / Alarm Clock']",0
247,"Luitenant Lippenslaan 66, Antwerp 2140 Belgium",Van der Valk Hotel Antwerpen,"The 4-star Van der Valk Hotel Antwerpen is located at the ring road of Antwerp and is only 4 kilometers away from the historical city center. We would like to welcome you in one of our 237 new rooms. The rooms are divided into the room types Comfort, Deluxe, Deluxe Twin, Executive and Suite. As our guest you can enjoy our heated indoor swimming pool, sauna and gym free of charge. Antwerp's tourist attractions such as the harbor, the city center and the diamond district can easily be reached by public transport or by car. As a guest of the hotel you can park your car at the hotel free of charge. There is room for 300 passenger cars, but buses can be parked here. In addition, the parking space has a charging station for electric vehicles.",https://www.tripadvisor.com/Hotel_Review-g188636-d238239-Reviews-Van_der_Valk_Hotel_Antwerpen-Antwerp_Antwerp_Province.html?m=66827,51.209263,4.445689,10,4.5,4.5,4.5,4.5,4.0,4.5,2.0,"['Restaurant', 'Internet', 'Room service', 'Free Internet', 'Wifi', 'Free Wifi', 'Pool', 'Wheelchair access', 'Pets Allowed', 'Fitness center', 'Bar/Lounge', 'Suites', 'Free parking', 'Spa', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Business center', 'Laundry Service', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Refrigerator in room', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Heated pool', 'Flatscreen TV', 'Breakfast Buffet', 'Indoor pool', 'Breakfast Available', 'Sauna', 'Electric vehicle charging station', 'Baggage Storage', 'Bicycle Rental', 'Bottled Water', 'Breakfast in the Room', 'Dutch', 'English', 'Fitness / Spa Locker Rooms', '24-Hour Front Desk', 'German', 'Newspaper', 'French', ""Kids' Meals"", 'Private Check-in / Check-out', 'Shoeshine', 'Special Diet Menus']",8
248,"Duivenstraat 56, Mechelen 2800 Belgium",Parkhotel Montreal,"This charming hotel in Mechelen has a completely different atmosphere. First of all: it’s located in a 6ha park with a 4ha pond in it, which makes it Mechelen’s only nature hotel. It’s a small, independent place and it was just completely renovated. On the ground floor, there’s a classy brasserie and a big terrace by the water to enjoy. The meeting facilities are surprisingly large compared to the number of rooms. A wonderful venue to stay in a peaceful atmosphere, and a good place to invite people for business & pleasure.",https://www.tripadvisor.com/Hotel_Review-g188637-d1519030-Reviews-Parkhotel_Montreal-Mechelen_Antwerp_Province.html?m=66827,51.046177,4.486647,10,5.0,4.5,4.5,4.0,4.0,5.0,2.0,"['Internet', 'Suites', 'Free Internet', 'Wheelchair access', 'Restaurant', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Free parking', 'Bar/Lounge', 'Meeting rooms', 'Business center', 'Air conditioning', 'Non-smoking hotel', 'Baggage Storage', 'Bicycle Rental', 'Bridal Suite', 'Dutch', 'English', 'French', 'German', 'Newspaper', 'Shoeshine', 'Special Diet Menus']",8
249,"Avenue Louise 91-93, Brussels 1050 Belgium",Thon Hotel Bristol Stephanie,"Located in one of the liveliest area in Brussels, on the trendy Avenue Louise – a young, multicultural and artistic area – Thon Hotel Bristol Stephanie is ideal for both businessmen and tourists. The rooms are among the biggest of Brussels and combine elegance and comfort. The Sablon square, famous for its antiques and the historical centre are easily accessible by walk.",https://www.tripadvisor.com/Hotel_Review-g188644-d1833664-Reviews-Thon_Hotel_Bristol_Stephanie-Brussels.html?m=66827,50.831463,4.359133,12,5.0,4.5,5.0,5.0,5.0,5.0,2.0,"['Room service', 'Restaurant', 'Fitness center', 'Business center', 'Internet', 'Suites', 'Free Internet', 'Wifi', 'Free Wifi', 'Wheelchair access', 'Bar/Lounge', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Accessible rooms', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Facilities for Disabled Guests', 'Housekeeping', 'Sauna', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Bridal Suite', '24-Hour Check-in', 'Coffee / Tea Maker', 'Complimentary Tea', 'Desk', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', 'French', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Iron', 'Ironing Service', 'Newspaper', 'Parking Garage', 'Paid Private Parking On-site', 'Seating Area', '24-Hour Security', 'Shoeshine', 'Spanish', 'Taxi Service', 'Telephone', 'Wake Up Service / Alarm Clock', 'Breakfast Available', 'Parking', 'Electric vehicle charging station', 'Clothes Rack', 'Dutch', 'Electric Kettle', 'Free Wifi in the Business Center', 'Laptop Safe', 'Private Bathrooms', 'Sofa', 'Sofa Bed', 'Soundproof Rooms', 'Umbrella']",8
